freq_acous,up@225nm,up@630nm,up@0nm
13.0207142857143,0.0164675531378557,0.0269138326563185,0.0298561112837941
13.0414285714286,0.0206111774630975,0.0244345335904328,0.0269017634960625
13.0621428571429,0.0255553790074429,0.0323927977536103,0.0312021968684705
13.0828571428571,0.0250198360515993,0.0516772494051418,0.0586683478292941
13.1035714285714,0.0261551793841576,0.0555282301971806,0.065015725033351
13.1242857142857,0.0339321017329437,0.0772190817856868,0.0402841220471546
13.145,0.0285607804674992,0.0549506572004878,0.0251045438477133
13.1657142857143,0.0233410445578992,0.0325925906379241,0.0199715430263173
13.1864285714286,0.0261178412412315,0.024921364825587,0.0189201631037085
13.2071428571429,0.0328033119824511,0.0225038076396748,0.022385675402269
13.2278571428571,0.0325259261446557,0.0224521030721944,0.0396166501091229
13.2485714285714,0.026681735100128,0.0317091890693664,0.0421338761539159
13.2692857142857,0.0338017885909242,0.0566536651181074,0.0275056895849646
13.29,0.0514734309204016,0.0830982802253066,0.0212333078291305
13.3,0.0484699036746798,0.0686637752842711,0.01826367095683
13.3050847457627,0.045051028829675,0.0590026750075607,0.0170399981268813
13.3101694915254,0.0421562079648918,0.0508753799225693,0.0161407112459085
13.3152542372881,0.0402603510849857,0.0445448917515567,0.0155493206701127
13.3203389830508,0.0394573884154631,0.0399128463916412,0.0152499711724954
13.3254237288136,0.0397321491897094,0.0365957841063532,0.0151105354917958
13.3305084745763,0.0410777647474455,0.0343891510644839,0.0149586149486112
13.335593220339,0.0433428719158329,0.0329445046075933,0.0147717062015976
13.3406779661017,0.0462316868513998,0.031992119016813,0.0147114255636772
13.3457627118644,0.0493927735321908,0.03137153724097,0.0149530051235581
13.3508474576271,0.0524919306673737,0.0310061352208648,0.0155792076785063
13.3559322033898,0.0554920647786679,0.0308244307946653,0.0166628683848291
13.3610169491525,0.0581760914239537,0.0307585068753922,0.0182523539629644
13.3661016949153,0.0602733789389396,0.0307006151045795,0.0204704106996477
13.371186440678,0.0613800791238559,0.0305347538905968,0.0235005187567929
13.3762711864407,0.0611305037533196,0.0301836391635377,0.0273613490651489
13.3813559322034,0.0595139679314057,0.0296694795595872,0.0313111096263857
13.3864406779661,0.0571157065453342,0.0291582460841229,0.033609777990186
13.3915254237288,0.0546380433032299,0.0288714859153003,0.0332104271759714
13.3966101694915,0.0527426513113414,0.0290360891212605,0.0305788058490158
13.4016949152542,0.0517792744681235,0.0297812192832619,0.0270823456753231
13.4067796610169,0.0519442137855785,0.0312082923483894,0.0237849601319702
13.4118644067797,0.0533153384964644,0.0334627431951728,0.0210124491094404
13.4169491525424,0.0558662856075423,0.036704779885401,0.0188244156513306
13.4220338983051,0.0598070011798694,0.0414379122445503,0.0171795335993167
13.4271186440678,0.0653788526378049,0.0481913353382183,0.0161380424824195
13.4322033898305,0.0731542526253855,0.0577547384268414,0.0155593369252809
13.4372881355932,0.084069149338952,0.0709049235902512,0.0151742589952589
13.4423728813559,0.0990374853002134,0.0877905758321004,0.0147583111417476
13.4474576271186,0.117598595588109,0.106787807341047,0.0142753074750036
13.4525423728814,0.135496396307246,0.122693614655946,0.0138344859638304
13.4576271186441,0.146341940679688,0.128820734262087,0.0135203250297948
13.4627118644068,0.146161499227773,0.122158288482258,0.0133751085163557
13.4677966101695,0.14022141738351,0.109152183222546,0.0133515928033339
13.4728813559322,0.135753460470109,0.097229821728773,0.0133355142440165
13.4779661016949,0.135806054602767,0.0890166915510396,0.0132256161314182
